sample_site,site_key,sample_date,parameter,numeric_result,result_units,result_qualifier,latitude_degrees,longitude_degrees
Bow River Glenbow Ranch,SUR_BR-GBR,2023-08-16 10:18:00,pH,8.4,pH units,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-08-16 10:18:00,Total Phosphorus (TP),0.005,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-08-16 10:18:00,E.coli,8.5,MPN/100mL,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-08-16 10:18:00,Nitrate (NO3-N),0.07,mg/L,,51.15292,-114.375149
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-08-16 11:12:00,pH,8.5,pH units,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-08-16 11:12:00,Turbidity,1.0,NTU,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-08-16 11:12:00,Nitrate (NO3-N),0.059,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-08-16 11:12:00,Total Phosphorus (TP),0.008,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-08-16 11:12:00,Water Temperature (Field),18.694,°C,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-08-16 11:12:00,Dissolved Oxygen (Field),9.1,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-08-16 11:12:00,E.coli,2.0,MPN/100mL,,51.100403,-114.270774
Bow River Pumphouse,SUR_BR-PH,2023-08-16 11:52:00,Water Temperature (Field),18.859,°C,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-08-16 11:52:00,Dissolved Oxygen (Field),9.13,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-08-16 11:52:00,Turbidity,0.99,NTU,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-08-16 11:52:00,pH,8.5,pH units,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-08-16 11:52:00,Total Phosphorus (TP),0.008,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-08-16 11:52:00,E.coli,30.1,MPN/100mL,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-08-16 11:52:00,Nitrate (NO3-N),0.059,mg/L,,51.04665,-114.114456
Elbow River Above Bragg Creek,SUR_ER-BC,2023-08-21 09:08:00,Dissolved Oxygen (Field),9.74,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-08-21 09:08:00,Nitrate (NO3-N),0.087,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-08-21 09:08:00,Water Temperature (Field),10.316,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-08-21 09:08:00,Turbidity,0.21,NTU,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-08-21 09:08:00,E.coli,8.5,MPN/100mL,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-08-21 09:08:00,Total Phosphorus (TP),0.007,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-08-21 09:08:00,pH,8.3,pH units,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2023-08-21 09:37:00,pH,8.3,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-08-21 09:37:00,E.coli,12.0,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-08-21 09:37:00,Total Phosphorus (TP),0.005,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-08-21 09:37:00,Dissolved Oxygen (Field),9.68,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-08-21 09:37:00,Turbidity,0.41,NTU,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-08-21 09:37:00,Nitrate (NO3-N),0.055,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-08-21 09:37:00,Water Temperature (Field),11.263,°C,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2023-08-21 10:14:00,E.coli,107.6,MPN/100mL,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-08-21 10:14:00,Dissolved Oxygen (Field),9.44,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-08-21 10:14:00,Water Temperature (Field),12.571,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-08-21 10:14:00,Turbidity,0.44,NTU,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-08-21 10:14:00,Total Phosphorus (TP),0.007,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-08-21 10:14:00,pH,8.2,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-08-21 10:14:00,Nitrate (NO3-N),0.035,mg/L,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-08-22 08:38:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-08-22 08:38:00,Nitrate (NO3-N),0.016,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-08-22 08:38:00,Total Phosphorus (TP),0.01,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-08-22 08:38:00,E.coli,77.1,MPN/100mL,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-08-22 08:38:00,Water Temperature (Field),14.014,°C,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-08-22 08:38:00,Dissolved Oxygen (Field),7.56,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-08-22 08:38:00,Turbidity,0.96,NTU,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2023-08-22 09:05:00,Total Phosphorus (TP),0.01,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-08-22 09:05:00,Nitrate (NO3-N),0.012,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-08-22 09:05:00,Turbidity,0.96,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-08-22 09:05:00,E.coli,17.3,MPN/100mL,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-08-22 09:05:00,Water Temperature (Field),18.549,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-08-22 09:05:00,Dissolved Oxygen (Field),7.64,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-08-22 09:05:00,pH,8.2,pH units,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2023-08-22 09:44:00,pH,8.2,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-22 09:44:00,Nitrate (NO3-N),0.044,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-22 09:44:00,Turbidity,1.2,NTU,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-22 09:44:00,E.coli,75.4,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-22 09:44:00,Total Phosphorus (TP),0.011,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-22 09:44:00,Dissolved Oxygen (Field),7.6,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-22 09:44:00,Water Temperature (Field),18.044,°C,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2023-08-22 10:45:00,E.coli,193.5,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-08-22 10:45:00,Nitrate (NO3-N),0.142,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-08-22 10:45:00,Total Phosphorus (TP),0.012,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-08-22 10:45:00,Water Temperature (Field),17.361,°C,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-08-22 10:45:00,Turbidity,1.4,NTU,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-08-22 10:45:00,Dissolved Oxygen (Field),8.05,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-08-22 10:45:00,pH,8.2,pH units,,51.044635,-114.042189
Elbow River Stanley Park,SUR_ER-SP,2023-08-29 08:43:00,E.coli,81.3,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-09-05 08:49:00,E.coli,90.8,MPN/100mL,,51.018486,-114.070146
Bow River Below Ghost Dam,SUR_BR-GD,2023-09-11 10:52:00,Water Temperature (Field),13.839,°C,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-09-11 10:52:00,Dissolved Oxygen (Field),9.26,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-09-11 10:52:00,Total Phosphorus (TP),0.005,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-09-11 10:52:00,E.coli,1.0,MPN/100mL,<,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-09-11 10:52:00,Turbidity,1.8,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-09-11 10:52:00,pH,8.3,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-09-11 10:52:00,Nitrate (NO3-N),0.077,mg/L,,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2023-09-11 11:33:00,E.coli,1.0,MPN/100mL,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-09-11 11:33:00,Nitrate (NO3-N),0.077,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-09-11 11:33:00,Total Phosphorus (TP),0.005,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-09-11 11:33:00,Turbidity,1.3,NTU,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-09-11 11:33:00,Water Temperature (Field),13.947,°C,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-09-11 11:33:00,Dissolved Oxygen (Field),9.75,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-09-11 11:33:00,pH,8.4,pH units,,51.18297,-114.48733
Bow River Cushing Bridge,SUR_BR-CB,2023-09-12 08:47:00,pH,8.3,pH units,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-09-12 08:47:00,Nitrate (NO3-N),0.079,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-09-12 08:47:00,Dissolved Oxygen (Field),8.96,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-09-12 08:47:00,Water Temperature (Field),14.393,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-09-12 08:47:00,Total Phosphorus (TP),0.006,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-09-12 08:47:00,Turbidity,1.1,NTU,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-09-12 08:47:00,E.coli,44.1,MPN/100mL,,51.03857,-114.012943
Elbow River Stanley Park,SUR_ER-SP,2023-09-12 09:05:00,E.coli,37.9,MPN/100mL,,51.018486,-114.070146
Bow River Policemans Flats,SUR_BR-PF,2023-09-12 09:31:00,Turbidity,1.4,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-09-12 09:31:00,pH,8.0,pH units,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-09-12 09:31:00,Nitrate (NO3-N),1.47,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-09-12 09:31:00,E.coli,27.8,MPN/100mL,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-09-12 09:31:00,Water Temperature (Field),15.468,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-09-12 09:31:00,Total Phosphorus (TP),0.032,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-09-12 09:31:00,Dissolved Oxygen (Field),8.2,mg/L,,50.841969,-113.951134
Bow River Upstream of Highwood River,SUR_BR-HR,2023-09-12 10:03:00,E.coli,8.4,MPN/100mL,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-09-12 10:03:00,Nitrate (NO3-N),1.17,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-09-12 10:03:00,Dissolved Oxygen (Field),8.76,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-09-12 10:03:00,Water Temperature (Field),15.559,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-09-12 10:03:00,pH,8.2,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-09-12 10:03:00,Total Phosphorus (TP),0.028,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-09-12 10:03:00,Turbidity,1.1,NTU,,50.81972,-113.79556
Bow River Higgins Bridge,SUR_BR-HB,2023-09-13 08:37:00,Total Phosphorus (TP),0.032,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-09-13 08:37:00,pH,7.9,pH units,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-09-13 08:37:00,Dissolved Oxygen (Field),7.56,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-09-13 08:37:00,E.coli,65.7,MPN/100mL,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-09-13 08:37:00,Nitrate (NO3-N),0.858,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-09-13 08:37:00,Turbidity,1.6,NTU,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-09-13 08:37:00,Water Temperature (Field),14.969,°C,,50.938753,-114.008639
Bow River Glenbow Ranch,SUR_BR-GBR,2023-09-13 09:42:00,Turbidity,0.83,NTU,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-09-13 09:42:00,Nitrate (NO3-N),0.073,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-09-13 09:42:00,Total Phosphorus (TP),0.006,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-09-13 09:42:00,E.coli,2.0,MPN/100mL,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-09-13 09:42:00,Dissolved Oxygen (Field),9.18,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-09-13 09:42:00,Water Temperature (Field),13.321,°C,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-09-13 09:42:00,pH,8.3,pH units,,51.15292,-114.375149
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-09-13 10:52:00,E.coli,2.0,MPN/100mL,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-09-13 10:52:00,Water Temperature (Field),14.864,°C,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-09-13 10:52:00,Dissolved Oxygen (Field),10.17,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-09-13 10:52:00,Total Phosphorus (TP),0.007,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-09-13 10:52:00,Turbidity,1.1,NTU,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-09-13 10:52:00,Nitrate (NO3-N),0.062,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-09-13 10:52:00,pH,8.3,pH units,,51.100403,-114.270774
Bow River Pumphouse,SUR_BR-PH,2023-09-13 11:37:00,Water Temperature (Field),14.836,°C,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-09-13 11:37:00,Total Phosphorus (TP),0.004,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-09-13 11:37:00,Dissolved Oxygen (Field),9.82,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-09-13 11:37:00,E.coli,13.2,MPN/100mL,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-09-13 11:37:00,Turbidity,0.96,NTU,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-09-13 11:37:00,pH,8.5,pH units,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-09-13 11:37:00,Nitrate (NO3-N),0.059,mg/L,,51.04665,-114.114456
Elbow River Above Bragg Creek,SUR_ER-BC,2023-09-18 09:52:00,E.coli,2.0,MPN/100mL,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-09-18 09:52:00,Dissolved Oxygen (Field),10.23,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-09-18 09:52:00,Water Temperature (Field),8.575,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-09-18 09:52:00,Turbidity,0.27,NTU,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-09-18 09:52:00,Total Phosphorus (TP),0.006,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-09-18 09:52:00,pH,8.3,pH units,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-09-18 09:52:00,Nitrate (NO3-N),0.093,mg/L,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2023-09-18 10:26:00,Nitrate (NO3-N),0.056,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-09-18 10:26:00,E.coli,8.6,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-09-18 10:26:00,pH,8.3,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-09-18 10:26:00,Total Phosphorus (TP),0.005,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-09-18 10:26:00,Water Temperature (Field),10.108,°C,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-09-18 10:26:00,Dissolved Oxygen (Field),10.01,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-09-18 10:26:00,Turbidity,0.24,NTU,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2023-09-18 11:03:00,Nitrate (NO3-N),0.03,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-09-18 11:03:00,pH,8.3,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-09-18 11:03:00,Water Temperature (Field),11.092,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-09-18 11:03:00,Turbidity,0.4,NTU,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-09-18 11:03:00,E.coli,98.7,MPN/100mL,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-09-18 11:03:00,Total Phosphorus (TP),0.009,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-09-18 11:03:00,Dissolved Oxygen (Field),9.86,mg/L,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-09-19 08:44:00,Total Phosphorus (TP),0.007,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-09-19 08:44:00,E.coli,93.3,MPN/100mL,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-09-19 08:44:00,Nitrate (NO3-N),0.046,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-09-19 08:44:00,Turbidity,1.3,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-09-19 08:44:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-09-19 08:44:00,Dissolved Oxygen (Field),8.39,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-09-19 08:44:00,Water Temperature (Field),11.713,°C,,50.991517,-114.146769
Elbow River Stanley Park,SUR_ER-SP,2023-09-19 09:24:00,Total Phosphorus (TP),0.009,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-09-19 09:24:00,Nitrate (NO3-N),0.03,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-09-19 09:24:00,pH,8.2,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-09-19 09:24:00,Water Temperature (Field),13.612,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-09-19 09:24:00,Dissolved Oxygen (Field),8.57,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-09-19 09:24:00,E.coli,51.2,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-09-19 09:24:00,Turbidity,1.4,NTU,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2023-09-19 09:46:00,pH,8.2,pH units,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-09-19 09:46:00,E.coli,770.1,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-09-19 09:46:00,Total Phosphorus (TP),0.014,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-09-19 09:46:00,Nitrate (NO3-N),0.211,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-09-19 09:46:00,Water Temperature (Field),13.971,°C,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-09-19 09:46:00,Dissolved Oxygen (Field),8.27,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-09-19 09:46:00,Turbidity,3.8,NTU,,51.044635,-114.042189
Elbow River Sandy Beach,SUR_ER-SYB,2023-09-19 10:14:00,E.coli,9.6,MPN/100mL,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-09-19 10:14:00,Nitrate (NO3-N),0.008,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-09-19 10:14:00,Dissolved Oxygen (Field),8.75,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-09-19 10:14:00,Water Temperature (Field),14.788,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-09-19 10:14:00,Total Phosphorus (TP),0.008,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-09-19 10:14:00,Turbidity,0.88,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-09-19 10:14:00,pH,8.3,pH units,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2023-09-26 09:35:00,E.coli,12.0,MPN/100mL,,51.018486,-114.070146
Bow River Below Ghost Dam,SUR_BR-GD,2023-10-10 11:08:00,Turbidity,0.93,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-10-10 11:08:00,pH,8.3,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-10-10 11:08:00,Nitrate (NO3-N),0.079,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-10-10 11:08:00,Water Temperature (Field),9.756,°C,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-10-10 11:08:00,Dissolved Oxygen (Field),10.28,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-10-10 11:08:00,Total Phosphorus (TP),0.005,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-10-10 11:08:00,E.coli,1.0,MPN/100mL,<,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2023-10-10 11:45:00,Turbidity,0.51,NTU,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-10-10 11:45:00,Nitrate (NO3-N),0.077,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-10-10 11:45:00,pH,8.4,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-10-10 11:45:00,Total Phosphorus (TP),0.005,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-10-10 11:45:00,Dissolved Oxygen (Field),10.38,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-10-10 11:45:00,E.coli,1.0,MPN/100mL,<,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-10-10 11:45:00,Water Temperature (Field),9.32,°C,,51.18297,-114.48733
Bow River Higgins Bridge,SUR_BR-HB,2023-10-11 08:40:00,E.coli,40.4,MPN/100mL,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-10-11 08:40:00,Total Phosphorus (TP),0.025,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-10-11 08:40:00,Nitrate (NO3-N),1.23,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-10-11 08:40:00,Water Temperature (Field),10.901,°C,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-10-11 08:40:00,Turbidity,1.6,NTU,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-10-11 08:40:00,Dissolved Oxygen (Field),7.94,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-10-11 08:40:00,pH,7.9,pH units,,50.938753,-114.008639
Bow River Glenbow Ranch,SUR_BR-GBR,2023-10-11 10:02:00,Nitrate (NO3-N),0.072,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-10-11 10:02:00,Dissolved Oxygen (Field),9.89,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-10-11 10:02:00,Water Temperature (Field),9.187,°C,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-10-11 10:02:00,Turbidity,0.52,NTU,,51.15292,-114.375149
