timestamp,pool_price_cad_per_mwh,ail_mw,wind_mw
2024-10-19 22:00:00,0.0,9822,3468.3611594999993
2024-10-19 23:00:00,0.0,9626,3506.7692018000002
2024-10-20 00:00:00,0.0,9411,3205.3914641999995
2024-10-20 01:00:00,0.0,9268,3126.9957686
2024-10-20 02:00:00,0.0,9189,3178.9246365
2024-10-20 03:00:00,0.0,9186,3077.034158
2024-10-20 04:00:00,3.27,9208,2838.4500832
2024-10-20 05:00:00,12.37,9227,2346.193373
2024-10-20 06:00:00,24.82,9320,1762.6462167000002
2024-10-20 07:00:00,272.04,9501,1046.5483569000003
2024-10-20 08:00:00,163.37,9522,742.0771289999999
2024-10-20 09:00:00,213.08,9640,610.9115608
2024-10-20 10:00:00,49.04,9779,543.4662874
2024-10-20 11:00:00,20.33,9951,827.0480733000003
2024-10-20 12:00:00,16.99,10055,1357.3107287999999
2024-10-20 13:00:00,10.78,10115,2062.3102179
2024-10-20 14:00:00,3.36,10199,2581.0972815
2024-10-20 15:00:00,3.54,10319,2801.9972605
2024-10-20 16:00:00,2.66,10381,2902.4052794000004
2024-10-20 17:00:00,7.53,10374,2978.2521133999994
2024-10-20 18:00:00,8.0,10376,3153.6128930000004
2024-10-20 19:00:00,4.92,10396,3374.264946700001
2024-10-20 20:00:00,0.9,10291,3536.5800481999986
2024-10-20 21:00:00,0.0,10169,3619.6366595000018
2024-10-20 22:00:00,0.0,9888,3556.6917063999995
2024-10-20 23:00:00,0.0,9610,3560.1175532
2024-10-21 00:00:00,3.12,9464,3534.9446097999994
2024-10-21 01:00:00,6.16,9377,3407.6671482
2024-10-21 02:00:00,0.14,9308,3263.3881676
2024-10-21 03:00:00,0.0,9319,3289.2026423
2024-10-21 04:00:00,0.0,9390,3130.1086636
2024-10-21 05:00:00,0.0,9573,3026.4975728000004
2024-10-21 06:00:00,0.0,9932,3193.566022600001
2024-10-21 07:00:00,2.19,10385,2882.6043256999988
2024-10-21 08:00:00,9.93,10430,2605.1767344
2024-10-21 09:00:00,18.61,10472,2449.7653798999995
2024-10-21 10:00:00,21.94,10554,2335.227154099999
2024-10-21 11:00:00,17.58,10597,2411.987927
2024-10-21 12:00:00,16.65,10656,2365.0636077999998
2024-10-21 13:00:00,16.67,10616,2301.7675578000003
2024-10-21 14:00:00,17.17,10564,2274.8512586
2024-10-21 15:00:00,21.67,10590,2106.0775707000003
2024-10-21 16:00:00,62.67,10662,1864.2197620999996
2024-10-21 17:00:00,84.08,10630,1590.8603104000003
2024-10-21 18:00:00,53.08,10621,1459.5162048000002
2024-10-21 19:00:00,84.96,10532,1322.0438657999998
2024-10-21 20:00:00,76.56,10393,1174.8719026
2024-10-21 21:00:00,100.0,10217,898.6894564
2024-10-21 22:00:00,58.53,9961,738.4202563999999
2024-10-21 23:00:00,74.76,9765,582.1112218000001
2024-10-22 00:00:00,87.58,9550,350.8573667
2024-10-22 01:00:00,59.03,9498,321.7154931
