YEAR,FIRE_NUMBER,FIRE_NAME,CURRENT_SIZE,SIZE_CLASS,LATITUDE,LONGITUDE,GENERAL_CAUSE,FIRE_START_DATE,DISPATCHED_RESOURCE,ASSESSMENT_HECTARES,FIRE_SPREAD_RATE,FIRE_TYPE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_SPEED,FUEL_TYPE,INITIAL_ACTION_BY
2025,SWF085,Red Earth East Complex ,138581.0,E,56.789033,-113.837633,Lightning,2025-05-25 10:52,HAC,15.0,20.0,Crown,28.0,25.0,15.0,C2,HAC
2025,SWF092,Red Earth East Complex,88302.0,E,56.319617,-115.10495,Lightning,2025-05-26 11:11,Air Tanker,2.0,10.0,Crown,19.4,34.0,4.0,C2,Air Tanker
2025,SWF094,Red Earth East Complex ,74621.0,E,56.99765,-114.46,Lightning,2025-05-26 11:48,,1.0,3.0,Crown,26.3,28.0,11.0,C2,HAC
2025,LWF090,Caribou Lake Complex,68023.0,E,55.19305,-110.688133,Lightning,2025-05-26 14:35,HAC,80.0,20.0,Crown,28.8,27.0,5.0,C2,FPD Staff
2025,HWF036,Sousa Creek Fire,52358.8,E,58.536167,-118.862633,Power Line Industry,2025-05-09 13:30,HAC,0.5,5.0,Ground,29.0,31.0,25.0,C2,HAC
2025,PWF044,Bison Lake,52289.9,E,56.987717,-116.508267,Lightning,2025-05-27 19:00,FPD Staff,5.0,5.0,Crown,30.0,20.0,35.0,C2,HAC
2025,MWF025,,33079.94,E,59.1492,-111.2072,Lightning,2025-05-27 21:13,HAC,3.5,5.0,Surface,26.0,35.0,5.0,C2,HAC
2025,MWF016,,25112.25,E,56.633533,-112.89505,Lightning,2025-05-26 23:55,HAC,25.0,10.0,Crown,29.0,20.0,18.0,C2,Air Tanker
2025,PWF050,Slims Creek,21158.0,E,57.420333,-117.639367,Lightning,2025-06-01 16:00,HAC,5.0,5.0,Crown,18.0,28.0,30.0,C2,HAC
2025,SWF100,Red Earth East Complex ,17946.0,E,56.69245,-115.03745,Lightning,2025-05-29 11:59,HAC,10.0,7.0,Crown,27.0,35.0,30.0,C2,HAC
2025,SWF076,Blue Sky,16852.0,E,54.81143,-115.410318,Under Investigation,2025-05-25 0:00,HAC,0.01,2.0,Crown,24.0,25.0,19.0,C2,HAC
2025,MWF026,Tulip Lake Fire,13903.86,E,59.969783,-111.321783,Lightning,2025-05-29 14:20,HAC,10.0,7.0,Crown,34.0,10.0,23.0,C2,HAC
2025,SWF088,Blue Sky,13684.0,E,55.6763,-115.173467,Lightning,2025-05-26 10:50,HAC,0.5,2.0,Surface,26.0,28.0,15.0,C1,HAC
2025,SWF089,Red Earth East Complex ,12383.2,E,56.705567,-114.336167,Lightning,2025-05-26 12:33,FPD Staff,0.3,2.0,Crown,20.0,30.0,27.0,C2,Air Tanker
2025,SWF083,Red Earth East Complex ,9500.0,E,57.119883,-114.141967,Lightning,2025-05-26 14:23,HAC,100.0,10.0,Crown,27.0,25.0,19.0,C2,HAC
2025,MWF024,,6332.0,E,59.317167,-111.085383,Lightning,2025-05-27 21:10,HAC,0.25,1.0,Surface,34.0,26.0,24.0,C2,HAC
2025,GWF028,Hamelin Creek Wildfire,5450.72,E,55.9266,-119.33885,Lightning,2025-05-22 12:30,HAC,0.01,1.0,Surface,16.0,44.0,20.0,M2,HAC
2025,LWF132,Medley River,4471.0,E,54.772283,-110.2109,Lightning,2025-07-09 12:15,FTAC,10.0,15.0,Crown,25.0,34.0,20.0,C2,FTAC
2025,HWF106,Moody Creek Fire,4138.0,E,58.93548,-118.305718,Lightning,2025-08-08 14:40,HAC,0.1,1.0,Surface,31.0,26.0,5.0,C1,HAC
2025,LWF201,Winefred River Complex,3332.32,E,55.8328,-110.326583,Lightning,2025-08-12 15:00,HAC,4.0,10.0,Crown,33.0,21.0,7.0,C2,FPD Staff
2025,SWF081,Red Earth East Complex ,3000.0,E,57.009083,-113.558033,Lightning,2025-05-26 14:25,HAC,0.01,1.0,Ground,20.0,33.0,10.0,C2,HAC
2025,WWF023,Hubert Lake,2773.0,E,54.564257,-114.2767,Under Investigation,2025-05-28 14:30,HAC,15.0,8.0,Crown,29.0,26.0,10.0,C2,HAC
2025,PWF031,Hutton Creek,2074.0,E,56.781863,-117.236595,Government,2025-05-02 18:01,FPD Staff,25.0,10.0,Surface,24.0,19.0,25.0,O1a,FPD Staff
2025,SWF095,Red Earth East Complex ,1383.0,E,56.591233,-114.585133,Lightning,2025-05-26 11:51,HAC,3.0,5.0,Crown,27.0,20.0,2.0,C2,HAC
2025,SWF093,Red Earth East Complex ,1200.0,E,56.721217,-113.99505,Lightning,2025-05-26 14:01,FPD Staff,0.5,2.0,Crown,20.0,28.0,10.0,C2,FPD Staff
2025,HWF037,,1067.0,E,57.832183,-116.1001,Lightning,2025-05-30 13:10,HAC,10.0,8.0,Crown,15.0,43.0,15.0,C1,Air Tanker
2025,EWF036,January Creek,738.0,E,53.648367,-115.988683,Under Investigation,,HAC,1.5,3.0,Crown,22.0,26.0,20.0,C2,Fire Department
2025,LWF150,Pelican Complex,663.0,E,55.560204,-112.796136,Lightning,2025-07-20 19:00,FPD Staff,50.0,1.0,Surface,22.7,93.0,25.0,C2,Air Tanker
2025,HWF065,,659.3,E,58.877833,-117.576,Lightning,2025-06-24 16:30,HAC,0.5,2.0,Surface,24.0,23.0,13.0,M2,Air Tanker
2025,SWF101,Red Earth East Complex ,599.5,E,56.602667,-115.028083,Lightning,2025-05-26 12:03,HAC,15.0,10.0,Crown,27.0,35.0,30.0,C2,FPD Staff
2025,MWF032,,443.21,E,56.883883,-112.909683,Lightning,2025-06-21 13:59,HAC,443.0,1.0,Surface,18.0,67.0,18.0,C2,HAC
2025,HWF040,,394.0,E,57.9938,-116.756933,Government,2025-05-30 17:20,HAC,1.5,3.0,Crown,24.0,21.0,15.0,C2,HAC
2025,SWF115,Red Earth East Complex,379.8,E,57.124817,-113.377217,Lightning,2025-05-29 14:50,FPD Staff,300.0,0.0,Ground,19.0,30.0,30.0,C2,FPD Staff
2025,MWF028,,346.73,E,57.824567,-111.5663,Lightning,2025-06-08 23:56,HAC,20.0,5.0,Surface,22.0,29.0,34.0,C2,HAC
2025,LWF097,Caribou Lake Complex,321.95,E,55.819515,-110.533947,Lightning,2025-06-05 13:00,FPD Staff,15.0,20.0,Crown,21.9,33.0,11.0,C2,HAC
2025,EWF030,Mercoal Creek,320.0,E,53.164883,-117.177967,Lightning,2025-05-17 16:44,UNIT,40.0,5.0,Crown,15.0,60.0,20.0,C2,UNIT
2025,LWF009,,273.4,E,55.999167,-110.614167,Incendiary,2025-04-14 10:30,HAC,20.0,3.0,Surface,13.3,32.0,5.0,O1a,FTAC
2025,SWF099,Red Earth East Complex ,227.2,E,57.288583,-113.45955,Lightning,2025-05-29 2:34,FPD Staff,0.01,4.0,Surface,30.0,24.0,20.0,C2,FTAC
2025,LWF139,Pelican Complex,225.0,E,55.738582,-112.614452,Lightning,2025-07-15 19:20,HAC,4.0,3.0,Crown,20.0,20.0,4.0,C2,HAC
2025,GWF040,,217.0,E,54.478217,-118.369067,Under Investigation,2025-06-09 15:00,HAC,1.0,5.0,Surface,21.0,21.0,22.0,C2,HAC
2025,LWF250,,177.0,D,55.995859,-110.618994,Under Investigation,,FPD Staff,75.0,,Surface,5.0,62.0,10.0,O1a,FPD Staff
2025,LWF147,Caribou Lake Complex,175.4,D,56.0905,-111.246533,Lightning,2025-07-18 10:45,HAC,20.0,5.0,Crown,24.4,34.0,13.0,C2,Air Tanker
2025,MWF042,,169.88,D,57.194227,-110.487324,Lightning,2025-06-29 18:26,Air Tanker,3.0,1.0,Surface,25.0,52.0,10.0,C2,Air Tanker
2025,SWF078,,167.6,D,55.9638,-115.382683,Lightning,2025-05-26 16:25,HAC,20.0,25.0,Ground,21.0,27.0,7.0,C2,Air Tanker
2025,PWF145,,122.0,D,57.855383,-118.30595,Power Line Industry,2025-09-22 16:15,FPD Staff,8.0,3.0,Surface,16.2,47.0,3.0,M2,FPD Staff
2025,HWF085,,118.9,D,59.105883,-115.292617,Lightning,2025-07-18 4:00,HAC,65.0,1.0,Surface,22.0,29.0,10.0,C2,HAC
2025,MWF023,,100.56,D,57.031373,-112.435916,Lightning,2025-05-27 21:00,HAC,0.1,1.0,Surface,30.0,20.0,15.0,C2,HAC
2025,LWF183,,97.0,D,55.843514,-111.237274,Lightning,2025-08-02 13:00,HAC,5.0,20.0,Crown,32.5,36.0,10.0,C2,FPD Staff
2025,RWF080,,90.0,D,51.97,-115.806,Lightning,2025-10-18 12:00,FPD Staff,80.0,0.1,Surface,4.0,55.0,43.0,C2,FPD Staff
2025,SWF167,,82.1,D,57.187867,-115.330867,Lightning,2025-08-01 17:21,HAC,3.0,8.0,Crown,26.0,20.0,20.0,C2,HAC
2025,LWF185,.,82.0,D,54.93555,-111.1975,Lightning,2025-08-03 15:30,HAC,3.0,10.0,Ground,27.0,37.0,7.0,C2,Air Tanker
2025,SWF071,,79.1,D,56.489883,-113.75395,Lightning,2025-04-08 10:16,HAC,5.0,15.0,Crown,23.0,24.0,20.0,C2,HAC
2025,LWF079,,64.9,D,55.915833,-110.629667,Incendiary,2025-05-13 11:57,HAC,13.0,12.0,Crown,20.0,20.0,15.0,C2,Air Tanker
2025,HWF020,,63.9,D,58.3396,-117.615883,Undetermined,2025-05-04 17:20,HAC,0.5,2.0,Surface,10.0,45.0,34.0,D1,HAC
2025,LWF034,,60.8,D,55.917056,-110.752753,Incendiary,2025-04-25 17:00,HAC,50.0,20.0,Surface,20.0,20.0,20.0,O1b,HAC
2025,LWF020,,55.0,D,55.953617,-110.73145,Incendiary,2025-04-18 11:45,FTAC,70.0,2.0,Surface,10.0,40.0,20.0,D1,FTAC
2025,LWF072,,53.3,D,55.894404,-110.771698,Incendiary,2025-05-10 10:00,HAC,3.0,4.0,Surface,21.0,30.0,15.0,M1,HAC
2025,RWF005,,51.0,D,52.191617,-116.063167,Under Investigation,2025-02-27 4:57,FPD Staff,51.0,0.0,Ground,3.0,18.0,45.0,S1,Industry
2025,LWF060, ,47.9,D,54.507333,-111.780833,Agriculture Industry,2025-05-06 14:40,HAC,3.0,5.0,Surface,15.0,18.0,23.0,C1,FPD Staff
2025,SWF084,Red Earth East Complex ,44.0,D,56.891867,-113.791667,Lightning,2025-05-26 14:25,HAC,0.3,5.0,Crown,20.0,48.0,15.0,C2,HAC
2025,GWF111,,43.44,D,54.81975,-119.74995,Under Investigation,2025-09-08 18:00,HAC,8.0,3.0,Surface,26.0,25.0,5.0,M2,Air Tanker
2025,LWF172,,42.0,D,54.5435,-111.689167,Agriculture Industry,2025-07-30 13:00,HAC,1.0,5.0,Surface,33.0,29.0,11.0,O1a,HAC
2025,GWF063,,40.17,D,54.84905,-119.417487,Lightning,2025-07-06 18:00,HAC,0.5,2.0,Surface,29.0,33.0,29.0,C2,HAC
2025,MWF053,,39.79,C,58.063673,-111.621332,Lightning,2025-08-01 18:04,HAC,2.0,2.0,Ground,29.0,44.0,10.0,O1b,HAC
2025,SWF105,,37.4,C,55.6265,-115.641833,Lightning,2025-05-29 10:55,HAC,0.05,2.0,Surface,23.0,31.0,5.0,C2,HAC
2025,SWF171,,29.7,C,55.609173,-116.379673,Resident,2025-08-09 0:00,HAC,5.0,10.0,Surface,21.0,46.0,19.0,M2,HAC
2025,LWF062,,29.5,C,55.0293,-113.303083,Agriculture Industry,2025-05-06 17:00,HAC,28.0,2.0,Surface,21.0,16.0,13.0,O1b,Land Owner
2025,LWF131,Pelican Complex,29.0,C,55.450117,-112.7626,Lightning,2025-07-09 12:00,HAC,0.75,2.0,Surface,24.0,25.0,40.0,M2,HAC
2025,RWF030,,28.0,C,51.8549,-114.747578,Oil & Gas Industry,2025-05-03 12:50,FTAC,1.5,1.0,Surface,21.3,21.0,8.0,C2,FPD Staff
2025,LWF120,,27.1,C,55.870833,-110.299,Lightning,2025-06-30 16:30,HAC,50.0,6.0,Crown,24.5,56.0,3.0,C2,HAC
2025,LWF056,,22.0,C,55.904223,-110.732515,Incendiary,2025-05-03 11:45,FTAC,50.0,1.0,Ground,9.0,60.0,5.0,O1a,Fire Department
2025,SWF149,,20.3,C,55.473858,-114.729602,Lightning,2025-07-20 17:35,HAC,2.0,50.0,Crown,22.0,33.0,20.0,C2,Air Tanker
2025,CWF067,,20.0,C,51.488867,-114.907617,Under Investigation,2025-11-10 0:00,HAC,7.0,5.0,Surface,12.0,35.0,25.0,S1,HAC
2025,HWF059,,19.9,C,58.130835,-115.49398,Lightning,2025-06-17 16:45,HAC,30.0,5.0,Ground,25.0,45.0,5.0,C2,HAC
2025,PWF132,,19.84,C,56.494515,-118.911695,Agriculture Industry,2025-08-30 16:00,HAC,6.0,0.0,Surface,22.0,63.0,5.0,O1b,Fire Department
2025,LWF021,,18.9,C,55.9225,-110.744483,Incendiary,2025-04-19 0:01,FTAC,30.0,0.0,Surface,10.0,44.0,16.0,O1a,FTAC
2025,HWF118,,17.7,C,57.996617,-116.343017,Undetermined,2025-09-20 11:25,HAC,0.3,1.5,Surface,20.0,35.0,55.0,M2,HAC
2025,HWF099,,17.6,C,58.260234,-117.287579,Lightning,2025-08-02 13:50,HAC,0.5,0.5,Surface,30.0,38.0,8.0,C2,HAC
2025,CWF008,,16.67,C,51.194617,-114.8195,Undetermined,2025-02-25 12:00,FPD Staff,4.0,5.0,Surface,8.0,38.0,17.0,O1b,FPD Staff
2025,PWF143,,15.4,C,57.211033,-117.33015,Recreation,2025-09-20 10:00,HAC,0.5,1.0,Surface,18.0,35.0,35.0,,HAC
2025,MWF031,,15.24,C,58.289867,-111.340367,Lightning,2025-06-16 14:15,HAC,10.0,20.0,Crown,20.0,40.0,25.0,C4,HAC
2025,MWF047,,13.28,C,56.578529,-112.430003,Lightning,2025-07-17 14:46,HAC,12.0,0.5,Surface,29.0,29.0,7.0,C2,HAC
2025,PWF046,,11.7,C,56.503272,-117.634223,Agriculture Industry,2025-05-28 15:00,HAC,4.0,3.0,Crown,31.0,27.0,15.0,M2,HAC
2025,SWF136,,11.7,C,55.672383,-114.682417,Lightning,2025-07-02 19:24,HAC,7.0,0.0,Ground,18.0,52.0,5.0,C2,HAC
2025,EWF038,,10.4,C,53.3461,-115.233083,Lightning,2025-05-29 17:55,HAC,50.0,5.0,Crown,22.0,24.0,9.0,M2,HAC
2025,SWF013,,10.3,C,55.845925,-116.254352,Undetermined,2025-04-15 14:00,HAC,20.0,2.0,Surface,7.0,35.0,20.0,M2,FPD Staff
2025,RWF022,,10.2,C,51.991491,-115.011528,Resident,2025-04-26 11:22,FPD Staff,6.0,2.0,Surface,19.0,21.0,12.0,C2,HAC
2025,LWF031,,10.1,C,54.9628,-111.030217,Government,2025-04-23 14:00,HAC,8.0,1.0,Surface,12.0,38.0,2.0,O1b,HAC
2025,HWF033,,9.8,C,57.762333,-116.556633,Lightning,2025-05-25 13:50,HAC,2.0,2.0,Surface,29.0,23.0,20.0,M2,HAC
2025,SWF196,,9.5,C,55.613867,-116.37135,Government,2025-09-11 14:00,HAC,2.0,4.0,Surface,25.0,40.0,15.0,O1b,HAC
2025,SWF150,,9.4,C,56.2,-113.327167,Lightning,2025-07-20 16:14,HAC,2.5,2.0,Surface,21.0,44.0,10.0,C2,HAC
2025,WWF066,,9.24,C,54.471363,-115.124863,Under Investigation,,FPD Staff,0.02,0.2,Surface,5.0,35.0,8.0,S1,FPD Staff
2025,RWF020,,9.0,C,51.802365,-114.75978,Resident,2025-04-25 14:42,HAC,3.0,2.0,Surface,22.0,18.0,1.0,O1a,HAC
2025,PWF159,,8.46,C,56.533138,-117.608455,Agriculture Industry,2025-11-03 8:00,HAC,6.0,0.5,Surface,0.0,72.0,20.0,,Land Owner
2025,HWF047,,8.3,C,58.967167,-119.841667,Lightning,2025-06-04 9:50,HAC,1.0,2.0,Surface,24.0,27.0,3.0,M2,HAC
2025,GWF109,,8.17,C,55.26338,-117.316393,Agriculture Industry,2025-09-05 15:25,HAC,3.0,1.0,Surface,23.0,34.0,9.0,O1b,Land Owner
2025,PWF023,,8.12,C,56.385307,-118.840247,Resident,2025-04-18 18:00,HAC,0.5,3.0,Surface,15.0,35.0,60.0,M1,Land Owner
2025,HWF112,,7.9,C,58.464543,-116.641748,Agriculture Industry,2025-08-28 12:45,HAC,1.0,1.0,Surface,32.0,26.0,10.0,O1b,HAC
2025,HWF017,,7.8,C,58.484582,-114.518662,Other Industry,2025-05-02 14:15,UNIT,0.1,0.1,Ground,11.0,34.0,9.0,,Fire Department
2025,PWF087,,7.79,C,56.897185,-117.678758,Agriculture Industry,2025-07-16 17:30,HAC,2.0,2.0,Surface,27.0,24.0,12.0,O1b,HAC
2025,PWF040,,7.64,C,56.881885,-116.750253,Lightning,2025-05-24 12:00,HAC,2.5,3.0,Surface,20.0,32.0,8.0,C2,HAC
2025,SWF110,Red Earth East Complex,7.51,C,57.227117,-114.348167,Lightning,2025-06-02 12:00,HAC,5.0,0.0,Ground,22.0,25.0,15.0,C1,HAC
2025,HWF031,,7.4,C,57.810167,-115.40655,Undetermined,2025-05-22 16:30,HAC,0.1,0.1,Surface,22.0,28.0,10.0,S1,HAC
2025,MWF048,,6.62,C,56.21861,-111.376741,Lightning,2025-07-17 21:15,Air Tanker,4.5,1.0,Surface,29.0,25.0,15.0,C2,Air Tanker
2025,WWF007,,6.6,C,54.378673,-114.201935,Resident,2025-04-18 16:00,HAC,1.0,2.0,Surface,22.0,22.0,10.0,O1b,HAC
2025,CWF009,,6.5,C,51.473417,-114.77375,Resident,2025-01-10 14:00,FPD Staff,2.0,1.0,Surface,10.0,32.0,22.0,O1b,Fire Department
2025,PWF084,,6.3,C,56.242983,-118.448153,Power Line Industry,2025-07-12 15:30,HAC,1.0,3.0,Surface,22.0,30.0,45.0,M2,Fire Department
2025,HWF128,,5.99,C,58.155833,-116.378667,Resident,2025-11-02 16:15,FPD Staff,6.0,0.0,Surface,5.0,48.0,15.0,O1b,Fire Department
2025,SWF069,,5.9,C,55.361892,-115.774717,Undetermined,2025-05-17 10:00,HAC,3.0,1.0,Crown,15.0,38.0,10.0,M2,Fire Department
2025,MWF030,,5.88,C,58.063167,-111.698767,Lightning,2025-06-16 15:13,FTAC,0.8,5.0,Surface,20.0,55.0,11.0,C3,FTAC
2025,PWF056,,5.3,C,56.54018,-116.42763,Lightning,2025-06-02 18:00,HAC,4.0,2.0,Surface,25.0,18.0,10.0,C2,FPD Staff
2025,MWF027,,5.24,C,56.520521,-112.398198,Lightning,2025-06-03 21:30,HAC,3.0,2.0,Surface,25.0,25.0,20.0,M2,Air Tanker
2025,LWF212,,5.2,C,54.927587,-113.114785,Agriculture Industry,2025-09-08 15:00,HAC,5.0,4.0,Surface,21.7,60.0,1.0,O1a,Fire Department
2025,EWF009,,5.1,C,53.300093,-115.426868,Power Line Industry,2025-04-18 12:30,HAC,1.0,1.0,Surface,21.0,41.0,6.0,O1a,Fire Department
2025,HWF067,,5.07,C,57.610983,-115.179,Lightning,2025-06-25 15:10,HAC,3.0,3.0,Crown,22.0,34.0,12.0,C6,HAC
2025,LWF039,,5.0,C,54.452589,-111.405477,Agriculture Industry,2025-04-26 14:00,FPD Staff,5.0,0.0,Surface,19.0,27.0,20.0,O1a,Land Owner
2025,HWF122,,5.0,C,58.649377,-114.010684,Recreation,2025-09-23 14:45,HAC,0.5,0.5,Surface,16.0,32.0,20.0,M1,HAC
2025,PWF089, ,4.98,C,56.717345,-117.142867,Lightning,2025-07-14 12:00,HAC,0.2,1.0,Surface,25.0,25.0,10.0,,HAC
2025,WWF041,,4.95,C,54.370963,-116.818207,Power Line Industry,2025-07-12 12:30,HAC,0.5,2.0,Surface,23.0,37.0,10.0,S1,HAC
2025,SWF153,,4.9,C,55.872,-115.044667,Lightning,2025-07-20 16:59,HAC,0.5,2.0,Surface,22.0,25.0,3.0,C2,HAC
2025,PWF017,,4.78,C,56.691017,-117.3067,Agriculture Industry,2025-04-01 22:30,FPD Staff,5.0,1.0,Surface,1.0,40.0,3.0,S2,Land Owner
2025,SWF139,,4.5,C,55.769867,-113.926833,Lightning,2025-07-02 20:00,HAC,2.0,2.0,Surface,22.0,27.0,17.0,C2,HAC
2025,GWF034,,4.31,C,54.532133,-119.743967,Under Investigation,2025-05-30 23:00,HAC,10.0,2.0,Surface,8.0,80.0,6.0,M2,HAC
2025,GWF093,,4.3,C,54.727133,-118.857117,Lightning,2025-08-03 19:33,HAC,3.0,1.0,Surface,28.0,34.0,5.0,C2,Air Tanker
2025,CWF021,,4.2,C,51.272333,-115.0503,Undetermined,2025-05-20 10:00,HAC,2.0,1.0,Surface,16.0,30.0,20.0,S1,HAC
2025,SWF091,Red Earth East Complex ,4.14,C,57.085758,-113.5104,Lightning,2025-05-26 11:09,HAC,2.0,3.0,Surface,28.5,29.0,5.0,C1,HAC
2025,PWF101,,3.57,B,55.609212,-116.822457,Agriculture Industry,2025-07-29 13:30,HAC,2.0,2.0,Surface,28.0,32.0,2.0,O1a,HAC
2025,RWF012,,3.3,B,52.180667,-114.838217,Resident,2025-04-14 12:51,HAC,2.5,2.0,Surface,20.0,24.0,6.0,O1b,HAC
2025,LWF007,,2.92,B,55.93015,-110.737667,Incendiary,2025-04-11 19:00,FPD Staff,1.0,0.0,Surface,9.1,62.0,13.0,O1a,HAC
2025,PWF080,,2.7,B,56.609338,-117.090347,Lightning,2025-07-09 11:00,HAC,1.5,1.0,Surface,24.0,57.0,9.0,M2,Air Tanker
2025,LWF073,,2.1,B,55.925222,-110.716265,Incendiary,2025-05-10 13:00,FPD Staff,0.25,2.0,Surface,19.0,28.0,5.0,D1,FPD Staff
2025,RWF081,,2.0,B,51.68825,-114.7935,Power Line Industry,2025-10-24 13:00,FTAC,2.0,1.0,Surface,16.0,36.0,27.0,O1b,HAC
2025,HWF025,,0.9,B,58.69655,-115.413167,Forest Industry,2025-05-08 8:10,FTAC,0.5,1.0,Surface,15.0,35.0,20.0,S2,FTAC
2025,HWF093,,0.84,B,59.203967,-118.41795,Lightning,2025-08-01 13:45,HAC,0.8,4.0,Ground,35.0,31.0,3.0,C1,HAC
2025,LWF166,,0.8,B,55.111701,-110.08455,Lightning,2025-07-25 14:15,FPD Staff,0.5,3.0,Surface,21.0,37.0,23.0,C2,Air Tanker
2025,PWF157,,0.75,B,57.80825,-117.58755,Agriculture Industry,2025-10-24 11:59,HAC,0.75,0.0,Surface,-4.0,90.0,9.0,,Land Owner
2025,PWF129,,0.7,B,56.264033,-117.37205,Power Line Industry,2025-08-27 17:45,FPD Staff,0.7,0.0,Surface,30.0,35.0,5.0,,Fire Department
2025,PWF125,,0.65,B,56.457133,-117.45135,Lightning,2025-08-20 23:00,HAC,0.5,1.0,Surface,30.0,27.0,10.0,O1b,HAC
2025,LWF222,,0.5,B,54.999467,-112.41655,Agriculture Industry,2025-09-13 16:05,HAC,0.5,0.0,Surface,27.0,38.0,10.0,,HAC
2025,SWF197,,0.5,B,55.669683,-116.5447,Lightning,2025-08-01 21:55,HAC,0.5,1.0,Surface,26.0,40.0,15.0,C2,HAC
2025,LWF195,,0.5,B,55.46705,-113.014633,Lightning,2025-08-05 18:00,HAC,0.5,0.0,Ground,22.0,57.0,20.0,M2,FPD Staff
2025,GWF098,,0.5,B,55.1448,-119.7772,Lightning,2025-07-31 17:56,HAC,0.5,2.5,Surface,24.0,36.0,17.0,O1b,Air Tanker
2025,LWF146,,0.5,B,54.67445,-111.853233,Undetermined,2025-07-17 19:35,HAC,0.5,0.0,Surface,20.0,35.0,5.0,O1a,Fire Department
2025,MWF050,,0.46,B,56.602103,-110.165323,Lightning,2025-07-31 14:24,HAC,1.0,1.0,Surface,33.0,20.0,15.0,M2,HAC
2025,SWF026,,0.45,B,55.958667,-115.591667,Resident,2025-04-22 17:00,HAC,0.2,0.5,Ground,7.0,38.0,16.0,O1a,HAC
2025,LWF010,,0.44,B,55.917588,-110.736125,Incendiary,2025-04-14 12:00,HAC,1.0,1.0,Surface,13.3,32.0,5.0,O1a,Fire Department
2025,GWF110,,0.43,B,55.470033,-119.946717,Resident,2025-09-06 13:30,HAC,1.0,1.0,Surface,28.0,36.0,6.0,O1a,Fire Department
2025,MWF034,,0.4,B,57.769808,-112.096651,Lightning,2025-06-25 14:19,HAC,0.4,1.0,Surface,19.5,56.0,12.0,C1,HAC
2025,PWF139,,0.32,B,55.848433,-116.653867,Lightning,2025-08-27 17:00,HAC,0.01,1.0,Surface,23.0,35.0,10.0,C2,HAC
2025,HWF095,,0.3,B,59.271917,-117.51925,Lightning,2025-08-01 15:37,HAC,0.1,1.0,Surface,31.1,43.0,3.0,C1,HAC
2025,PWF079,,0.3,B,56.556128,-118.976132,Agriculture Industry,2025-07-09 12:00,FPD Staff,0.3,0.1,Ground,20.0,44.0,14.0,S2,Land Owner
2025,RWF015,,0.3,B,52.807933,-115.356533,Resident,2024-04-18 14:00,HAC,0.3,1.0,Ground,24.0,20.0,7.0,O1a,Fire Department
2025,GWF073,,0.3,B,55.115133,-118.375967,Lightning,2025-07-05 18:49,HAC,0.01,0.1,Surface,24.0,25.0,10.0,M2,HAC
2025,WWF040,,0.3,B,54.048275,-115.453658,Undetermined,2025-07-11 13:16,HAC,0.3,1.0,Surface,26.0,35.0,5.0,,Fire Department
2025,RWF085,,0.29,B,53.000133,-115.190283,Power Line Industry,2025-10-30 8:46,FPD Staff,0.29,0.0,Ground,2.0,55.0,1.0,C2,Fire Department
2025,LWF246,,0.25,B,55.443333,-112.9217,Undetermined,2025-09-07 11:53,HAC,0.25,0.0,Ground,11.0,58.0,5.0,M2,Industry
2025,GWF009,,0.25,B,55.555217,-119.046333,Resident,2025-04-22 19:03,HAC,1.0,1.0,Surface,7.0,55.0,15.0,D1,Fire Department
2025,SWF118,,0.25,B,55.932167,-115.6062,Incendiary,2025-06-09 16:24,HAC,0.5,0.0,Surface,17.0,28.0,10.0,M2,Fire Department
2025,LWF100,Caribou Lake Complex,0.25,B,55.731467,-110.591333,Lightning,2025-06-06 16:58,FPD Staff,0.25,2.0,Surface,24.0,40.0,10.0,C2,FPD Staff
2025,LWF051,,0.25,B,55.9262,-110.729383,Incendiary,2025-05-02 12:35,FTAC,0.25,2.0,Surface,29.0,25.0,8.0,O1a,FTAC
2025,EWF002,,0.25,B,53.338783,-115.427783,Forest Industry,2025-02-09 11:00,FPD Staff,0.25,0.0,Surface,-10.0,,8.0,,Industry
2025,RWF070,,0.21,B,52.588283,-115.390917,Lightning,2025-09-23 17:23,HAC,0.8,1.0,Surface,17.0,55.0,1.0,C4,HAC
2025,WWF053,,0.2,B,54.038883,-115.354897,Agriculture Industry,2025-08-04 15:30,FPD Staff,0.1,0.0,Surface,26.0,45.0,2.0,O1a,Other Agency
2025,RWF028,,0.2,B,52.602833,-114.937133,Resident,2025-05-02 14:01,FPD Staff,0.2,0.0,Surface,25.0,21.0,10.0,O1a,Fire Department
2025,HWF007,,0.2,B,58.11373,-116.388082,Resident,2025-04-17 13:00,FPD Staff,0.2,0.0,Surface,8.4,28.0,12.0,O1a,Fire Department
2025,EWF074,,0.2,B,53.597117,-116.111717,Lightning,2025-08-01 22:01,FPD Staff,0.2,0.0,Surface,17.0,86.0,7.0,S1,FPD Staff
2025,PWF149,,0.19,B,57.5603,-117.456117,Recreation,2025-10-05 18:30,HAC,0.4,0.5,Surface,5.0,51.0,10.0,O1b,FPD Staff
2025,HWF029,,0.17,B,58.238733,-116.2098,Resident,2025-05-17 2:40,HAC,0.17,0.0,Surface,8.0,37.0,8.0,,Fire Department
2025,PWF043,,0.16,B,56.814867,-118.745117,Lightning,2025-05-28 14:00,HAC,0.2,2.0,Surface,22.0,42.0,0.0,M2,HAC
