service_request_id,requested_date,updated_date,closed_date,status_description,service_name,comm_name,address,longitude,latitude
26-00546973,2026-07-22,2026-07-22T00:00:00.000,2026-07-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,CRESCENT HEIGHTS,,-114.06164731813936,51.05950171589272
26-00547085,2026-07-22,2026-07-22T00:00:00.000,2026-07-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,OGDEN,,-114.01243870034244,50.99187347872066
26-00549114,2026-07-22,2026-07-22T00:00:00.000,2026-07-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,HAYSBORO,,-114.08334023954264,50.97221484296711
26-00548500,2026-07-22,2026-07-22T00:00:00.000,2026-07-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,BOWNESS,,-114.188388474722,51.08334628834888
26-00550264,2026-07-22,2026-07-22T00:00:00.000,2026-07-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,CITYSCAPE,,-113.9612580314835,51.14703155759964
26-00546911,2026-07-21,2026-07-22T00:00:00.000,2026-07-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,SOUTHWOOD,,-114.08319427981304,50.957758808343314
26-00544724,2026-07-21,2026-07-21T00:00:00.000,2026-07-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,BURNS INDUSTRIAL,,-114.03966808778404,50.99870820989172
26-00544098,2026-07-21,2026-07-21T00:00:00.000,2026-07-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,SCARBORO/SUNALTA WEST,,-114.11485990934284,51.04219909319587
26-00543350,2026-07-21,2026-07-21T00:00:00.000,2026-07-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,PENBROOKE MEADOWS,,-113.947687206113,51.04585328827213
26-00540512,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Damage,CITYSCAPE,,-113.9612580314835,51.14703155759964
26-00541545,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,EDGEMONT,,-114.14395321027078,51.124587846873936
26-00541928,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,EVANSTON,,-114.11219163730428,51.17121818734047
26-00539764,2026-07-20,2026-08-17T00:00:00.000,2026-08-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,CANYON MEADOWS,,-114.0820063458848,50.94095720926748
26-00540264,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,BEL-AIRE,,-114.08893425156666,50.99944255007715
26-00541670,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,HIDDEN VALLEY,,-114.11960923256338,51.15193708483775
26-00540842,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,CANYON MEADOWS,,-114.0820063458848,50.94095720926748
26-00541214,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,MACEWAN GLEN,,-114.11521349389096,51.13771903702536
26-00540908,2026-07-20,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,SKYVIEW RANCH,,-113.958374560746,51.156126735611394
26-00539488,2026-07-19,2026-07-19T00:00:00.000,2026-07-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,TUXEDO PARK,,-114.06104493215648,51.07421777221349
26-00539747,2026-07-19,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,COUNTRY HILLS,,-114.07989394832668,51.14377568374259
26-00538572,2026-07-19,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,CITYSCAPE,,-113.9612580314835,51.14703155759964
26-00538625,2026-07-19,2026-07-19T00:00:00.000,2026-07-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,CAPITOL HILL,,-114.09463117970957,51.072665279064736
26-00539647,2026-07-19,2026-07-19T00:00:00.000,2026-07-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,RUNDLE,,-113.97005350368742,51.07423887665301
26-00539446,2026-07-19,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Closed,Roads - Streetlight Damage,AURORA BUSINESS PARK,,-114.05847555846518,51.13626235914571
26-00538313,2026-07-18,2026-07-19T00:00:00.000,2026-07-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,THORNCLIFFE,,-114.06878100895472,51.1031050088373
26-00536773,2026-07-18,2026-07-18T00:00:00.000,2026-07-18T00:00:00.000,Closed,Roads - Streetlight Damage,SOUTH CALGARY,,-114.10207470149076,51.02680215199665
26-00537588,2026-07-18,2026-07-18T00:00:00.000,2026-07-18T00:00:00.000,Closed,Roads - Streetlight Maintenance,MCKENZIE LAKE,,-113.9881871837774,50.91486638419278
26-00538345,2026-07-18,2026-07-19T00:00:00.000,2026-07-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,FOREST LAWN,,-113.9700019179966,51.03784804860796
26-00538286,2026-07-18,2026-07-18T00:00:00.000,2026-07-18T00:00:00.000,Closed,Roads - Streetlight Damage,SKYLINE WEST,,-114.04740128490042,51.10333220036564
26-00537617,2026-07-18,2026-07-20T00:00:00.000,2026-07-20T00:00:00.000,Duplicate (Closed),Roads - Streetlight Maintenance,CRANSTON,,-113.98000403324248,50.87819416673358
26-00538306,2026-07-18,2026-07-21T00:00:00.000,2026-07-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,THORNCLIFFE,,-114.06878100895472,51.1031050088373
26-00535440,2026-07-17,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Closed,Roads - Streetlight Damage,BAYVIEW,,-114.11396431346805,50.97463475641091
26-00534996,2026-07-17,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,ACADIA,,-114.05369601618196,50.972415073979406
26-00533317,2026-07-17,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,CRESCENT HEIGHTS,,-114.06164731813936,51.05950171589272
26-00535762,2026-07-17,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Closed,Roads - Streetlight Damage,CITADEL,,-114.18391232300922,51.14453732608978
26-00529724,2026-07-16,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Damage,NOLAN HILL,,-114.16646528704749,51.175353209856
26-00531638,2026-07-16,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,VARSITY,,-114.162506759502,51.09605377080581
26-00529354,2026-07-16,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,SOMERSET,,-114.08137551622823,50.89890417703828
26-00529357,2026-07-16,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,ALYTH/BONNYBROOK,,-114.02248247207032,51.02285696668069
26-00529335,2026-07-16,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,LAKE BONAVISTA,,-114.0512955606845,50.939598998272274
26-00533269,2026-07-16,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,CHAPARRAL,,-114.02566896242004,50.88467311348729
26-00530681,2026-07-16,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,DOVER,,-113.99305400906276,51.02256772313628
26-00532393,2026-07-16,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,TEMPLE,,-113.94676645519942,51.08879880716327
26-00533264,2026-07-16,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,CANYON MEADOWS,,-114.0820063458848,50.94095720926748
26-00533237,2026-07-16,2026-07-17T00:00:00.000,2026-07-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,DEER RUN,,-114.00908770459684,50.925132387678815
26-00529222,2026-07-15,2026-07-16T00:00:00.000,2026-07-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,COUNTRY HILLS,,-114.07989394832668,51.14377568374259
26-00526791,2026-07-15,2026-07-15T00:00:00.000,2026-07-15T00:00:00.000,Closed,Roads - Streetlight Damage,SECTION 23,,-113.94813250933063,50.97092731312647
26-00526683,2026-07-15,2026-07-15T00:00:00.000,2026-07-15T00:00:00.000,Closed,Roads - Streetlight Maintenance,ABBEYDALE,,-113.92779834680348,51.059416705656574
26-00527336,2026-07-15,2026-07-15T00:00:00.000,2026-07-15T00:00:00.000,Closed,Roads - Streetlight Maintenance,THORNCLIFFE,,-114.06878100895472,51.1031050088373
26-00525678,2026-07-15,2026-07-15T00:00:00.000,2026-07-15T00:00:00.000,Closed,Roads - Streetlight Maintenance,STRATHCONA PARK,,-114.17758676157425,51.04741013809688
26-00521417,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Damage,MCKENZIE LAKE,,-113.9881871837774,50.91486638419278
26-00521403,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Maintenance,CHAPARRAL,,-114.02566896242004,50.88467311348729
26-00522795,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Damage,CAPITOL HILL,,-114.09463117970957,51.072665279064736
26-00522646,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Maintenance,BRAESIDE,,-114.10636590290346,50.95600269188388
26-00524737,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Maintenance,DEER RIDGE,,-114.02023404987304,50.92657386979402
26-00525190,2026-07-14,2026-08-27T00:00:00.000,,Open,Roads - Streetlight Maintenance,LEWISBURG,,-114.03826144375064,51.186803312554616
26-00525280,2026-07-14,2026-07-15T00:00:00.000,2026-07-15T00:00:00.000,Closed,Roads - Streetlight Maintenance,ARBOUR LAKE,,-114.20766602126564,51.13260178567984
26-00525250,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Maintenance,BRENTWOOD,,-114.13591917398958,51.09606553683618
26-00524846,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Maintenance,WINDSOR PARK,,-114.08355224178275,51.0050454446197
26-00524506,2026-07-14,2026-07-14T00:00:00.000,2026-07-14T00:00:00.000,Closed,Roads - Streetlight Maintenance,MARLBOROUGH PARK,,-113.9467026472926,51.05969024495796
26-00521387,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,DOWNTOWN EAST VILLAGE,,-114.05084794560648,51.047090331328896
26-00519682,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,EVERGREEN,,-114.11569352503209,50.91870443401208
26-00518678,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Damage,BELTLINE,,-114.0551860888619,51.03743796399198
26-00518921,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Damage,KINGSLAND,,-114.07735883671336,50.98697675033278
26-00518709,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,CRESTMONT,,-114.26908259341312,51.08370240107075
26-00518997,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,HIGHLAND PARK,,-114.0620558477436,51.08801817919036
26-00517522,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,COVENTRY HILLS,,-114.05313423182986,51.1649280689084
26-00517550,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Damage,MARLBOROUGH PARK,,-113.9467026472926,51.05969024495796
26-00517543,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,CANYON MEADOWS,,-114.0820063458848,50.94095720926748
26-00518169,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,COVENTRY HILLS,,-114.05313423182986,51.1649280689084
26-00518529,2026-07-13,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,SHAWNESSY,,-114.07397621253683,50.90337303234254
26-00516088,2026-07-12,2026-07-12T00:00:00.000,2026-07-12T00:00:00.000,Closed,Roads - Streetlight Maintenance,PENBROOKE MEADOWS,,-113.947687206113,51.04585328827213
26-00517207,2026-07-12,2026-07-12T00:00:00.000,2026-07-12T00:00:00.000,Closed,Roads - Streetlight Damage,MCKENZIE LAKE,,-113.9881871837774,50.91486638419278
26-00516962,2026-07-12,2026-07-12T00:00:00.000,2026-07-12T00:00:00.000,Closed,Roads - Streetlight Damage,GLACIER RIDGE,,-114.1681884917596,51.190418661433526
26-00517503,2026-07-12,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Maintenance,ALBERT PARK/RADISSON HEIGHTS,,-113.99677793526727,51.044532953156086
26-00515831,2026-07-12,2026-07-22T00:00:00.000,2026-07-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,SHAWNESSY,,-114.07397621253683,50.90337303234254
26-00515748,2026-07-11,2026-08-04T00:00:00.000,2026-08-04T00:00:00.000,Closed,Roads - Streetlight Maintenance,MARTINDALE,,-113.95838711713029,51.11791372657443
26-00515787,2026-07-11,2026-07-12T00:00:00.000,2026-07-12T00:00:00.000,Closed,Roads - Streetlight Maintenance,AUBURN BAY,,-113.95779514351894,50.89269507750196
26-00515782,2026-07-11,2026-07-12T00:00:00.000,2026-07-12T00:00:00.000,Closed,Roads - Streetlight Maintenance,MARLBOROUGH PARK,,-113.9467026472926,51.05969024495796
26-00515769,2026-07-11,2026-07-12T00:00:00.000,2026-07-12T00:00:00.000,Closed,Roads - Streetlight Maintenance,COVENTRY HILLS,,-114.05313423182986,51.1649280689084
26-00515741,2026-07-11,2026-07-12T00:00:00.000,2026-07-12T00:00:00.000,Closed,Roads - Streetlight Maintenance,CANYON MEADOWS,,-114.0820063458848,50.94095720926748
26-00514190,2026-07-11,2026-07-13T00:00:00.000,2026-07-13T00:00:00.000,Closed,Roads - Streetlight Damage,INGLEWOOD,,-114.01912581291118,51.03414052413669
26-00471471,2026-06-28,2026-06-28T00:00:00.000,2026-06-28T00:00:00.000,Closed,Roads - Streetlight Maintenance,WINSTON HEIGHTS/MOUNTVIEW,,-114.04184874950612,51.0752988028074
26-00470726,2026-06-28,2026-06-28T00:00:00.000,2026-06-28T00:00:00.000,Closed,Roads - Streetlight Maintenance,KILLARNEY/GLENGARRY,,-114.13173134426395,51.030131956517685
26-00470700,2026-06-27,2026-06-27T00:00:00.000,2026-06-27T00:00:00.000,Closed,Roads - Streetlight Maintenance,HUNTINGTON HILLS,,-114.06670855606806,51.11758074861446
26-00467162,2026-06-26,2026-06-26T00:00:00.000,2026-06-26T00:00:00.000,Closed,Roads - Streetlight Maintenance,CRESCENT HEIGHTS,,-114.06164731813936,51.05950171589272
26-00460840,2026-06-25,2026-06-25T00:00:00.000,2026-06-25T00:00:00.000,Closed,Roads - Streetlight Maintenance,THORNCLIFFE,,-114.06878100895472,51.1031050088373
26-00462151,2026-06-25,2026-08-05T00:00:00.000,2026-08-05T00:00:00.000,Closed,Roads - Streetlight Maintenance,MARLBOROUGH PARK,,-113.9467026472926,51.05969024495796
26-00460280,2026-06-24,2026-06-25T00:00:00.000,2026-06-25T00:00:00.000,Closed,Roads - Streetlight Maintenance,RUNDLE,,-113.97005350368742,51.07423887665301
26-00460823,2026-06-24,2026-06-25T00:00:00.000,2026-06-25T00:00:00.000,Closed,Roads - Streetlight Maintenance,LOWER MOUNT ROYAL,,-114.08649939756664,51.03650319836412
26-00459875,2026-06-24,2026-06-24T00:00:00.000,2026-06-24T00:00:00.000,Closed,Roads - Streetlight Maintenance,CRESCENT HEIGHTS,,-114.06164731813936,51.05950171589272
26-00452234,2026-06-23,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Damage,11B,,-114.16449743980225,50.98687965117978
26-00454774,2026-06-23,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Maintenance,DEER RUN,,-114.00908770459684,50.925132387678815
26-00456529,2026-06-23,2026-06-24T00:00:00.000,2026-06-24T00:00:00.000,Closed,Roads - Streetlight Maintenance,BELTLINE,,-114.0551860888619,51.03743796399198
26-00452797,2026-06-23,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Maintenance,OGDEN,,-114.01243870034244,50.99187347872066
26-00454173,2026-06-23,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Maintenance,OGDEN,,-114.01243870034244,50.99187347872066
26-00452621,2026-06-23,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Maintenance,DOUGLASDALE/GLEN,,-114.01190805579247,50.94844437258388
26-00452216,2026-06-22,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Maintenance,MAYLAND HEIGHTS,,-114.01331127596195,51.06083218163849
26-00449461,2026-06-22,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,FOREST LAWN,,-113.9700019179966,51.03784804860796
26-00448430,2026-06-22,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,KILLARNEY/GLENGARRY,,-114.13173134426395,51.030131956517685
26-00450273,2026-06-22,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,ACADIA,,-114.05369601618196,50.972415073979406
26-00451756,2026-06-22,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Damage,ABBEYDALE,,-113.92779834680348,51.059416705656574
26-00448234,2026-06-22,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,DOVER,,-113.99305400906276,51.02256772313628
26-00449176,2026-06-22,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,OGDEN,,-114.01243870034244,50.99187347872066
26-00447615,2026-06-21,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Damage,CORNERSTONE,,-113.9305705256274,51.15735996767518
26-00446902,2026-06-21,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,RUNDLE,,-113.97005350368742,51.07423887665301
26-00447725,2026-06-21,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Damage,SOUTH CALGARY,,-114.10207470149076,51.02680215199665
26-00447667,2026-06-21,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Damage,WESTWINDS,,-113.97005020356406,51.10339214773552
26-00447490,2026-06-21,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Damage,ERLTON,,-114.06314803616586,51.02633258165659
26-00447642,2026-06-21,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,CRESCENT HEIGHTS,,-114.06164731813936,51.05950171589272
26-00448062,2026-06-21,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,DEER RIDGE,,-114.02023404987304,50.92657386979402
26-00447942,2026-06-21,2026-06-22T00:00:00.000,2026-06-22T00:00:00.000,Closed,Roads - Streetlight Maintenance,RICHMOND,,-114.11842028929551,51.02971029545911
26-00446119,2026-06-20,2026-06-25T00:00:00.000,2026-06-25T00:00:00.000,Closed,Roads - Streetlight Damage,KILLARNEY/GLENGARRY,,-114.13173134426395,51.030131956517685
26-00446859,2026-06-20,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Damage,HIGHWOOD,,-114.0798911269166,51.092359423668654
26-00446862,2026-06-20,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,KINGSLAND,,-114.07735883671336,50.98697675033278
26-00446837,2026-06-20,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,EVANSTON,,-114.11219163730428,51.17121818734047
26-00446860,2026-06-20,2026-06-21T00:00:00.000,2026-06-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,HIGHWOOD,,-114.0798911269166,51.092359423668654
26-00445074,2026-06-20,2026-06-20T00:00:00.000,2026-06-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,DOVER,,-113.99305400906276,51.02256772313628
26-00445091,2026-06-20,2026-06-20T00:00:00.000,2026-06-20T00:00:00.000,Closed,Roads - Streetlight Maintenance,CANYON MEADOWS,,-114.0820063458848,50.94095720926748
26-00446510,2026-06-20,2026-06-20T00:00:00.000,2026-06-20T00:00:00.000,Closed,Roads - Streetlight Damage,STONEY 2,,-114.01718259300952,51.14338378288947
26-00446403,2026-06-20,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Maintenance,CRESCENT HEIGHTS,,-114.06164731813936,51.05950171589272
26-00446786,2026-06-20,2026-06-20T00:00:00.000,2026-06-20T00:00:00.000,Closed,Roads - Streetlight Damage,GLENDALE,,-114.15271889005814,51.03337139240085
26-00444299,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,DOUGLASDALE/GLEN,,-114.01190805579247,50.94844437258388
26-00443197,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,MOUNT PLEASANT,,-114.07602998447167,51.074237909055896
26-00443563,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,DEER RIDGE,,-114.02023404987304,50.92657386979402
26-00442076,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,KILLARNEY/GLENGARRY,,-114.13173134426395,51.030131956517685
26-00441738,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,HARVEST HILLS,,-114.05277830448232,51.14767656521987
26-00441335,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Duplicate (Closed),Roads - Streetlight Maintenance,QUEENSLAND,,-114.02257170606138,50.93822412104478
26-00441344,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,VISTA HEIGHTS,,-114.0177048718387,51.07192870528888
26-00441363,2026-06-19,2026-06-19T00:00:00.000,2026-06-19T00:00:00.000,Closed,Roads - Streetlight Maintenance,DEER RUN,,-114.00908770459684,50.925132387678815
26-00437788,2026-06-18,2026-07-21T00:00:00.000,2026-07-21T00:00:00.000,Closed,Roads - Streetlight Maintenance,KINGSLAND,,-114.07735883671336,50.98697675033278
26-00439518,2026-06-18,2026-06-18T00:00:00.000,2026-06-18T00:00:00.000,Closed,Roads - Streetlight Maintenance,PANORAMA HILLS,,-114.08807155795826,51.15970929560302
26-00437254,2026-06-18,2026-06-18T00:00:00.000,2026-06-18T00:00:00.000,Closed,Roads - Streetlight Maintenance,MCKENZIE LAKE,,-113.9881871837774,50.91486638419278
26-00437233,2026-06-18,2026-06-18T00:00:00.000,2026-06-18T00:00:00.000,Closed,Roads - Streetlight Maintenance,DEER RUN,,-114.00908770459684,50.925132387678815
26-00438737,2026-06-18,2026-06-18T00:00:00.000,2026-06-18T00:00:00.000,Closed,Roads - Streetlight Damage,BELTLINE,,-114.0551860888619,51.03743796399198
26-00438503,2026-06-18,2026-06-23T00:00:00.000,2026-06-23T00:00:00.000,Closed,Roads - Streetlight Maintenance,MEADOWLARK PARK,,-114.07735167071785,50.99785784458241
26-00441320,2026-06-18,2026-06-18T00:00:00.000,2026-06-18T00:00:00.000,Closed,Roads - Streetlight Maintenance,QUEENSLAND,,-114.02257170606138,50.93822412104478
26-00436039,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,GLENDALE,,-114.15271889005814,51.03337139240085
26-00437168,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,CANYON MEADOWS,,-114.0820063458848,50.94095720926748
26-00433506,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Closed,Roads - Streetlight Damage,GOLDEN TRIANGLE,,-113.98530853921838,51.01339075630972
26-00434599,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Closed,Roads - Streetlight Damage,HORIZON,,-113.99169523733028,51.08990020616713
26-00434394,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Duplicate (Closed),Roads - Streetlight Maintenance,ASPEN WOODS,,-114.20838662695292,51.04521537783425
26-00434980,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,WINSTON HEIGHTS/MOUNTVIEW,,-114.04184874950612,51.0752988028074
26-00433166,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,SUNALTA,,-114.10148594325246,51.04295989297799
26-00433165,2026-06-17,2026-06-17T00:00:00.000,2026-06-17T00:00:00.000,Closed,Roads - Streetlight Maintenance,WEST SPRINGS,,-114.20668628482738,51.05977296984733
26-00432942,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Damage,MCKENZIE TOWNE,,-113.96135301049588,50.91714876195852
26-00430404,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,BOWNESS,,-114.188388474722,51.08334628834888
26-00432741,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,MCKENZIE TOWNE,,-113.96135301049588,50.91714876195852
26-00429961,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,THORNCLIFFE,,-114.06878100895472,51.1031050088373
26-00429285,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,ERIN WOODS,,-113.96766881721628,51.02097627623138
26-00430572,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Maintenance,FOREST HEIGHTS,,-113.96875793277384,51.04924314874295
26-00432336,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Damage,BOWNESS,,-114.188388474722,51.08334628834888
26-00432668,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Damage,RUNDLE,,-113.97005350368742,51.07423887665301
26-00431440,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Damage,DEER RIDGE,,-114.02023404987304,50.92657386979402
26-00430904,2026-06-16,2026-06-16T00:00:00.000,2026-06-16T00:00:00.000,Closed,Roads - Streetlight Damage,LAKE BONAVISTA,,-114.0512955606845,50.939598998272274
